"","Order","Family","Species_Common_Name","Species_Latin_Name","Tissue_Type","Country","n","Mean","CV","Year_Range","Range"
"433","Passeriformes","Thraupidae (Tanagers and Allies)","Silver-beaked Tanager","Ramphocelus carbo","Body_Hg_ppm","Peru",19,"1.454 ± 0.565",38.828,"2019","0.197—2.921"
"434","Passeriformes","Thraupidae (Tanagers and Allies)","Silver-beaked Tanager","Ramphocelus carbo","Tail_Hg_ppm","Peru",1,"0.414",NA,"2018","NA"
"435","Passeriformes","Thraupidae (Tanagers and Allies)","Slate-colored Seedeater","Sporophila schistacea","Blood_Hg_ppm","Colombia",1,"0.017",NA,"2023","NA"
"436","Passeriformes","Thraupidae (Tanagers and Allies)","Slate-colored Seedeater","Sporophila schistacea","Body_Hg_ppm","Colombia",1,"0.206",NA,"2023","NA"
"437","Passeriformes","Thraupidae (Tanagers and Allies)","Thick-billed Seed-Finch","Sporophila funerea","Blood_Hg_ppm","Belize",7,"0.002 ± 0.002",127.082,"2009—2021","0.001—0.007"
"438","Passeriformes","Thraupidae (Tanagers and Allies)","Thick-billed Seed-Finch","Sporophila funerea","Body_Hg_ppm","Belize",5,"0.021 ± 0.016",78.264,"2021","0.003—0.046"
"439","Passeriformes","Thraupidae (Tanagers and Allies)","Thick-billed Seed-Finch","Sporophila funerea","Tail_Hg_ppm","Belize",9,"0.063 ± 0.1",158.703,"2011—2021","0.001—0.326"
"440","Passeriformes","Thraupidae (Tanagers and Allies)","Thick-billed Seed-Finch","Sporophila funerea","Tail_Hg_ppm","Costa Rica",9,"0.063 ± 0.1",158.703,"2011—2021","0.001—0.326"
"441","Passeriformes","Thraupidae (Tanagers and Allies)","Variable Seedeater","Sporophila corvina","Blood_Hg_ppm","Belize",1,"0.001",NA,"2021","NA"
"442","Passeriformes","Thraupidae (Tanagers and Allies)","Variable Seedeater","Sporophila corvina","Body_Hg_ppm","Belize",2,"0.002 ± 0.002",74.995,"2021","0.001—0.003"
"443","Passeriformes","Thraupidae (Tanagers and Allies)","Variable Seedeater","Sporophila corvina","Tail_Hg_ppm","Belize",16,"0.035 ± 0.054",153.87,"2010—2021","0.001—0.198"
"444","Passeriformes","Thraupidae (Tanagers and Allies)","Variable Seedeater","Sporophila corvina","Tail_Hg_ppm","Costa Rica",16,"0.035 ± 0.054",153.87,"2010—2021","0.001—0.198"
"445","Passeriformes","Thraupidae (Tanagers and Allies)","Variable Seedeater","Sporophila corvina","Tail_Hg_ppm","Nicaragua",16,"0.035 ± 0.054",153.87,"2010—2021","0.001—0.198"
"446","Passeriformes","Thraupidae (Tanagers and Allies)","White-shouldered Tanager","Loriotus luctuosus","Tail_Hg_ppm","Peru",2,"1.006 ± 0.54",53.657,"2017—2018","0.624—1.387"
"447","Passeriformes","Thraupidae (Tanagers and Allies)","White-winged Shrike-Tanager","Lanio versicolor","Body_Hg_ppm","Peru",1,"2.819",NA,"2019","NA"
"448","Passeriformes","Tityridae (Tityras and Allies)","Cinereous Mourner","Laniocera hypopyrra","Body_Hg_ppm","Peru",1,"0.1",NA,"2019","NA"
"449","Passeriformes","Tityridae (Tityras and Allies)","Northern Schiffornis","Schiffornis veraepacis","Blood_Hg_ppm","Belize",3,"0.002 ± 0.001",57.011,"2008—2021","0.001—0.003"
"450","Passeriformes","Tityridae (Tityras and Allies)","Northern Schiffornis","Schiffornis veraepacis","Body_Hg_ppm","Belize",2,"0.052 ± 0.054",102.976,"2021","0.014—0.09"
"451","Passeriformes","Tityridae (Tityras and Allies)","Northern Schiffornis","Schiffornis veraepacis","Tail_Hg_ppm","Belize",2,"0.03 ± 0.023",77.663,"2021","0.014—0.046"
"452","Passeriformes","Tityridae (Tityras and Allies)","Pink-throated Becard","Pachyramphus minor","Body_Hg_ppm","Peru",1,"1.791",NA,"2019","NA"
"453","Passeriformes","Tityridae (Tityras and Allies)","Rose-throated Becard","Pachyramphus aglaiae","Blood_Hg_ppm","Belize",1,"0.05",NA,"2007","NA"
"454","Passeriformes","Tityridae (Tityras and Allies)","Rose-throated Becard","Pachyramphus aglaiae","Tail_Hg_ppm","Belize",1,"0.221",NA,"2007","NA"
"455","Passeriformes","Tityridae (Tityras and Allies)","Varzea Schiffornis","Schiffornis major","Body_Hg_ppm","Peru",1,"0.486",NA,"2019","NA"
"456","Passeriformes","Tityridae (Tityras and Allies)","Varzea Schiffornis","Schiffornis major","Tail_Hg_ppm","Peru",1,"0.061",NA,"2019","NA"
"457","Passeriformes","Troglodytidae (Wrens)","Bicolored Wren","Campylorhynchus griseus","Blood_Hg_ppm","Colombia",1,"0.364",NA,"2023","NA"
"458","Passeriformes","Troglodytidae (Wrens)","Bicolored Wren","Campylorhynchus griseus","Body_Hg_ppm","Colombia",1,"12.841",NA,"2023","NA"
"459","Passeriformes","Troglodytidae (Wrens)","Cabanis's Wren","Cantorchilus modestus","Tail_Hg_ppm","Nicaragua",1,"0.499",NA,"2010","NA"
"460","Passeriformes","Troglodytidae (Wrens)","House Wren","Troglodytes aedon","Blood_Hg_ppm","Colombia",1,"0.184",NA,"2023","NA"
"461","Passeriformes","Troglodytidae (Wrens)","House Wren","Troglodytes aedon","Body_Hg_ppm","Colombia",5,"3.372 ± 1.878",55.695,"2019—2023","1.526—6.393"
"462","Passeriformes","Troglodytidae (Wrens)","House Wren","Troglodytes aedon","Body_Hg_ppm","Peru",5,"3.372 ± 1.878",55.695,"2019—2023","1.526—6.393"
"463","Passeriformes","Troglodytidae (Wrens)","House Wren","Troglodytes aedon","Tail_Hg_ppm","Costa Rica",8,"2.69 ± 1.5",55.778,"2011","0.374—4.632"
"464","Passeriformes","Troglodytidae (Wrens)","House Wren","Troglodytes aedon","Tail_Hg_ppm","Panama",8,"2.69 ± 1.5",55.778,"2011","0.374—4.632"
"465","Passeriformes","Troglodytidae (Wrens)","Moustached Wren","Pheugopedius genibarbis","Body_Hg_ppm","Peru",1,"3.542",NA,"2019","NA"
"466","Passeriformes","Troglodytidae (Wrens)","Musician Wren","Cyphorhinus arada","Body_Hg_ppm","Peru",3,"2.199 ± 0.419",19.059,"2019","1.848—2.663"
"467","Passeriformes","Troglodytidae (Wrens)","Musician Wren","Cyphorhinus arada","Tail_Hg_ppm","Peru",1,"2.327",NA,"2018","NA"
"468","Passeriformes","Troglodytidae (Wrens)","Riverside Wren","Cantorchilus semibadius","Blood_Hg_ppm","Costa Rica",1,"0.001",NA,"2011","NA"
"469","Passeriformes","Troglodytidae (Wrens)","Riverside Wren","Cantorchilus semibadius","Tail_Hg_ppm","Costa Rica",1,"0.023",NA,"2011","NA"
"470","Passeriformes","Troglodytidae (Wrens)","Rufous-and-white Wren","Thryophilus rufalbus","Blood_Hg_ppm","Nicaragua",1,"0.132",NA,"2012","NA"
"471","Passeriformes","Troglodytidae (Wrens)","Rufous-naped Wren","Campylorhynchus rufinucha","Blood_Hg_ppm","Nicaragua",4,"0.079 ± 0.011",13.914,"2012","0.069—0.094"
"472","Passeriformes","Troglodytidae (Wrens)","Scaly-breasted Wren","Microcerculus marginatus","Body_Hg_ppm","Peru",1,"3.154",NA,"2019","NA"
"473","Passeriformes","Troglodytidae (Wrens)","Scaly-breasted Wren","Microcerculus marginatus","Tail_Hg_ppm","Peru",1,"0.859",NA,"2018","NA"
"474","Passeriformes","Troglodytidae (Wrens)","Spot-breasted Wren","Pheugopedius maculipectus","Blood_Hg_ppm","Belize",23,"0.081 ± 0.073",89.333,"2007—2021","0.009—0.289"
"475","Passeriformes","Troglodytidae (Wrens)","Spot-breasted Wren","Pheugopedius maculipectus","Body_Hg_ppm","Belize",10,"0.579 ± 0.38",65.642,"2021","0.26—1.5"
"476","Passeriformes","Troglodytidae (Wrens)","Spot-breasted Wren","Pheugopedius maculipectus","Tail_Hg_ppm","Belize",15,"0.782 ± 0.505",64.571,"2007—2021","0.277—1.745"
"477","Passeriformes","Troglodytidae (Wrens)","Stripe-breasted Wren","Cantorchilus thoracicus","Tail_Hg_ppm","Costa Rica",1,"2.215",NA,"2010","NA"
"478","Passeriformes","Troglodytidae (Wrens)","White-bellied Wren","Uropsila leucogastra","Blood_Hg_ppm","Belize",4,"0.149 ± 0.095",63.883,"2007—2021","0.028—0.24"
"479","Passeriformes","Troglodytidae (Wrens)","White-bellied Wren","Uropsila leucogastra","Body_Hg_ppm","Belize",3,"0.339 ± 0.117",34.452,"2021","0.208—0.433"
"480","Passeriformes","Troglodytidae (Wrens)","White-bellied Wren","Uropsila leucogastra","Tail_Hg_ppm","Belize",6,"1.009 ± 1.165",115.438,"2007—2021","0.265—3.257"
"481","Passeriformes","Troglodytidae (Wrens)","White-breasted Wood-Wren","Henicorhina leucosticta","Blood_Hg_ppm","Belize",8,"0.204 ± 0.294",143.919,"2009—2021","0.053—0.909"
"482","Passeriformes","Troglodytidae (Wrens)","White-breasted Wood-Wren","Henicorhina leucosticta","Body_Hg_ppm","Belize",1,"2.595",NA,"2021","NA"
"483","Passeriformes","Troglodytidae (Wrens)","White-breasted Wood-Wren","Henicorhina leucosticta","Tail_Hg_ppm","Belize",5,"1.327 ± 0.618",46.586,"2010—2021","0.798—2.385"
"484","Passeriformes","Troglodytidae (Wrens)","White-breasted Wood-Wren","Henicorhina leucosticta","Tail_Hg_ppm","Nicaragua",5,"1.327 ± 0.618",46.586,"2010—2021","0.798—2.385"
"485","Passeriformes","Turdidae (Thrushes and Allies)","Black-billed Thrush","Turdus ignobilis","Body_Hg_ppm","Peru",5,"0.688 ± 0.319",46.379,"2019","0.379—1.223"
"486","Passeriformes","Turdidae (Thrushes and Allies)","Black-headed Nightingale-Thrush","Catharus mexicanus","Tail_Hg_ppm","Nicaragua",2,"1.348 ± 0.008",0.577,"2010","1.343—1.354"
"487","Passeriformes","Turdidae (Thrushes and Allies)","Clay-colored Thrush","Turdus grayi","Blood_Hg_ppm","Belize",18,"0.022 ± 0.025",113.767,"2010—2023","0.001—0.085"
"488","Passeriformes","Turdidae (Thrushes and Allies)","Clay-colored Thrush","Turdus grayi","Blood_Hg_ppm","Colombia",18,"0.022 ± 0.025",113.767,"2010—2023","0.001—0.085"
"489","Passeriformes","Turdidae (Thrushes and Allies)","Clay-colored Thrush","Turdus grayi","Blood_Hg_ppm","Costa Rica",18,"0.022 ± 0.025",113.767,"2010—2023","0.001—0.085"
"490","Passeriformes","Turdidae (Thrushes and Allies)","Clay-colored Thrush","Turdus grayi","Blood_Hg_ppm","Nicaragua",18,"0.022 ± 0.025",113.767,"2010—2023","0.001—0.085"
"491","Passeriformes","Turdidae (Thrushes and Allies)","Clay-colored Thrush","Turdus grayi","Body_Hg_ppm","Belize",10,"0.4 ± 0.27",67.526,"2021—2023","0.092—1.008"
"492","Passeriformes","Turdidae (Thrushes and Allies)","Clay-colored Thrush","Turdus grayi","Body_Hg_ppm","Colombia",10,"0.4 ± 0.27",67.526,"2021—2023","0.092—1.008"
"493","Passeriformes","Turdidae (Thrushes and Allies)","Clay-colored Thrush","Turdus grayi","Tail_Hg_ppm","Belize",35,"0.347 ± 0.318",91.522,"2010—2021","0.058—1.703"
"494","Passeriformes","Turdidae (Thrushes and Allies)","Clay-colored Thrush","Turdus grayi","Tail_Hg_ppm","Costa Rica",35,"0.347 ± 0.318",91.522,"2010—2021","0.058—1.703"
"495","Passeriformes","Turdidae (Thrushes and Allies)","Clay-colored Thrush","Turdus grayi","Tail_Hg_ppm","Nicaragua",35,"0.347 ± 0.318",91.522,"2010—2021","0.058—1.703"
"496","Passeriformes","Turdidae (Thrushes and Allies)","Hauxwell's Thrush","Turdus hauxwelli","Body_Hg_ppm","Peru",5,"1.489 ± 0.951",63.831,"2019","0.354—2.881"
"497","Passeriformes","Turdidae (Thrushes and Allies)","Hauxwell's Thrush","Turdus hauxwelli","Tail_Hg_ppm","Peru",1,"0.69",NA,"2019","NA"
"498","Passeriformes","Turdidae (Thrushes and Allies)","Red-legged Thrush","Turdus plumbeus","Blood_Hg_ppm","Dominican Republic",3,"0.039 ± 0.023",58.541,"2010—2017","0.013—0.056"
"499","Passeriformes","Turdidae (Thrushes and Allies)","Red-legged Thrush","Turdus plumbeus","Blood_Hg_ppm","Puerto Rico",3,"0.039 ± 0.023",58.541,"2010—2017","0.013—0.056"
"500","Passeriformes","Turdidae (Thrushes and Allies)","Red-legged Thrush","Turdus plumbeus","Tail_Hg_ppm","Puerto Rico",1,"0.258",NA,"2010","NA"
"501","Passeriformes","Turdidae (Thrushes and Allies)","Slate-colored Solitaire","Myadestes unicolor","Tail_Hg_ppm","Nicaragua",2,"0.08 ± 0.077",95.745,"2010","0.026—0.135"
"502","Passeriformes","Turdidae (Thrushes and Allies)","Swainson's Thrush","Catharus ustulatus","Blood_Hg_ppm","Belize",8,"0.003 ± 0.002",72.986,"2011—2021","0.001—0.007"
"503","Passeriformes","Turdidae (Thrushes and Allies)","Swainson's Thrush","Catharus ustulatus","Blood_Hg_ppm","Costa Rica",8,"0.003 ± 0.002",72.986,"2011—2021","0.001—0.007"
"504","Passeriformes","Turdidae (Thrushes and Allies)","Swainson's Thrush","Catharus ustulatus","Blood_Hg_ppm","Nicaragua",8,"0.003 ± 0.002",72.986,"2011—2021","0.001—0.007"
"505","Passeriformes","Turdidae (Thrushes and Allies)","Veery","Catharus fuscescens","Blood_Hg_ppm","Belize",1,"0.025",NA,"2021","NA"
"506","Passeriformes","Turdidae (Thrushes and Allies)","White-necked Thrush","Turdus albicollis","Tail_Hg_ppm","Peru",3,"1.197 ± 0.669",55.913,"2018—2019","0.436—1.694"
"507","Passeriformes","Turdidae (Thrushes and Allies)","White-throated Thrush","Turdus assimilis","Blood_Hg_ppm","Belize",1,"0.038",NA,"2010","NA"
"508","Passeriformes","Turdidae (Thrushes and Allies)","Wood Thrush","Hylocichla mustelina","Blood_Hg_ppm","Belize",3,"0.084 ± 0.032",37.799,"2007—2009","0.054—0.117"
"509","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Acadian Flycatcher","Empidonax virescens","Blood_Hg_ppm","Belize",5,"0.172 ± 0.034",19.64,"2008—2021","0.136—0.216"
"510","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Black Phoebe","Sayornis nigricans","Blood_Hg_ppm","Nicaragua",1,"0.699",NA,"2014","NA"
"511","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Black Phoebe","Sayornis nigricans","Tail_Hg_ppm","Nicaragua",1,"1.639",NA,"2014","NA"
"512","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Bran-colored Flycatcher","Myiophobus fasciatus","Tail_Hg_ppm","Peru",1,"5.165",NA,"2018","NA"
"513","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Bright-rumped Attila","Attila spadiceus","Blood_Hg_ppm","Belize",3,"0.07 ± 0.041",59.144,"2007—2021","0.025—0.107"
"514","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Bright-rumped Attila","Attila spadiceus","Body_Hg_ppm","Belize",3,"1.798 ± 1.561",86.829,"2019—2021","0.774—3.595"
"515","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Bright-rumped Attila","Attila spadiceus","Body_Hg_ppm","Peru",3,"1.798 ± 1.561",86.829,"2019—2021","0.774—3.595"
"516","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Bright-rumped Attila","Attila spadiceus","Tail_Hg_ppm","Belize",3,"2.271 ± 0.774",34.1,"2007—2021","1.693—3.151"
"517","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Bright-rumped Attila","Attila spadiceus","Tail_Hg_ppm","Peru",3,"2.271 ± 0.774",34.1,"2007—2021","1.693—3.151"
"518","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Brown-crested Flycatcher","Myiarchus tyrannulus","Blood_Hg_ppm","Nicaragua",3,"0.023 ± 0.019",82.363,"2012—2014","0.006—0.044"
"519","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Brown-crested Flycatcher","Myiarchus tyrannulus","Tail_Hg_ppm","Nicaragua",1,"0.213",NA,"2014","NA"
"520","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Common Tody-Flycatcher","Todirostrum cinereum","Blood_Hg_ppm","Nicaragua",1,"0.081",NA,"2012","NA"
"521","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Common Tody-Flycatcher","Todirostrum cinereum","Tail_Hg_ppm","Costa Rica",2,"0.207 ± 0.292",140.739,"2011","0.001—0.414"
"522","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Common Tody-Flycatcher","Todirostrum cinereum","Tail_Hg_ppm","Panama",2,"0.207 ± 0.292",140.739,"2011","0.001—0.414"
"523","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Dusky-capped Flycatcher","Myiarchus tuberculifer","Blood_Hg_ppm","Belize",3,"0.036 ± 0.004",11.97,"2008—2021","0.031—0.039"
"524","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Dusky-capped Flycatcher","Myiarchus tuberculifer","Body_Hg_ppm","Belize",2,"1.038 ± 0.021",1.996,"2021","1.023—1.053"
"525","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Dusky-capped Flycatcher","Myiarchus tuberculifer","Tail_Hg_ppm","Belize",2,"0.515 ± 0.14",27.242,"2021","0.416—0.615"
"526","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Eastern Wood-Pewee","Contopus virens","Blood_Hg_ppm","Belize",1,"0.484",NA,"2021","NA"
"527","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Eye-ringed Flatbill","Rhynchocyclus brevirostris","Blood_Hg_ppm","Belize",2,"0.066 ± 0.042",64.282,"2019","0.036—0.096"
"528","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Eye-ringed Flatbill","Rhynchocyclus brevirostris","Tail_Hg_ppm","Belize",3,"0.567 ± 0.083",14.628,"2010—2019","0.509—0.662"
"529","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Eye-ringed Flatbill","Rhynchocyclus brevirostris","Tail_Hg_ppm","Nicaragua",3,"0.567 ± 0.083",14.628,"2010—2019","0.509—0.662"
"530","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Flammulated Pygmy-Tyrant","Hemitriccus flammulatus","Body_Hg_ppm","Peru",1,"0.823",NA,"2019","NA"
"531","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Flammulated Pygmy-Tyrant","Hemitriccus flammulatus","Tail_Hg_ppm","Peru",1,"4.177",NA,"2018","NA"
"532","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Flatbill sp.","Ramphotrigon sp.","Tail_Hg_ppm","Peru",2,"1.14 ± 0.893",78.374,"2018—2019","0.508—1.771"
"533","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Golden-crowned Spadebill","Platyrinchus coronatus","Body_Hg_ppm","Peru",1,"0.7",NA,"2019","NA"
"534","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Golden-crowned Spadebill","Platyrinchus coronatus","Tail_Hg_ppm","Peru",2,"0.949 ± 0.27",28.463,"2018","0.758—1.14"
"535","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Gray Kingbird","Tyrannus dominicensis","Blood_Hg_ppm","Dominican Republic",1,"0.009",NA,"2017","NA"
"536","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Great Kiskadee","Pitangus sulphuratus","Blood_Hg_ppm","Belize",16,"0.035 ± 0.033",93.875,"2012—2021","0.006—0.094"
"537","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Great Kiskadee","Pitangus sulphuratus","Blood_Hg_ppm","Mexico",16,"0.035 ± 0.033",93.875,"2012—2021","0.006—0.094"
"538","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Great Kiskadee","Pitangus sulphuratus","Blood_Hg_ppm","Nicaragua",16,"0.035 ± 0.033",93.875,"2012—2021","0.006—0.094"
"539","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Great Kiskadee","Pitangus sulphuratus","Body_Hg_ppm","Belize",4,"1.393 ± 1.155",82.969,"2021","0.245—2.908"
"540","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Great Kiskadee","Pitangus sulphuratus","Tail_Hg_ppm","Belize",25,"0.651 ± 0.552",84.774,"2011—2021","0.063—2.392"
"541","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Great Kiskadee","Pitangus sulphuratus","Tail_Hg_ppm","Costa Rica",25,"0.651 ± 0.552",84.774,"2011—2021","0.063—2.392"
"542","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Great Kiskadee","Pitangus sulphuratus","Tail_Hg_ppm","Mexico",25,"0.651 ± 0.552",84.774,"2011—2021","0.063—2.392"
"543","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Great Kiskadee","Pitangus sulphuratus","Tail_Hg_ppm","Nicaragua",25,"0.651 ± 0.552",84.774,"2011—2021","0.063—2.392"
"544","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Greenish Elaenia","Myiopagis viridicata","Blood_Hg_ppm","Belize",2,"0.011 ± 0.014",128.048,"2008—2021","0.001—0.02"
"545","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Greenish Elaenia","Myiopagis viridicata","Body_Hg_ppm","Belize",1,"0.038",NA,"2021","NA"
"546","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Greenish Elaenia","Myiopagis viridicata","Tail_Hg_ppm","Belize",1,"0.103",NA,"2021","NA"
"547","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Hispaniolan Pewee","Contopus hispaniolensis","Blood_Hg_ppm","Dominican Republic",3,"0.311 ± 0.09",28.866,"2017","0.209—0.378"
"548","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Lesser Elaenia","Elaenia chiriquensis","Blood_Hg_ppm","Colombia",1,"0.028",NA,"2023","NA"
"549","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Lesser Elaenia","Elaenia chiriquensis","Body_Hg_ppm","Colombia",1,"1.092",NA,"2023","NA"
"550","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Mountain Elaenia","Elaenia frantzii","Tail_Hg_ppm","Costa Rica",1,"0.1",NA,"2010","NA"
"551","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Northern Beardless-Tyrannulet","Camptostoma imberbe","Tail_Hg_ppm","Belize",1,"0.119",NA,"2021","NA"
"552","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Northern Bentbill","Oncostoma cinereigulare","Blood_Hg_ppm","Belize",5,"0.069 ± 0.035",50.614,"2007—2021","0.041—0.113"
"553","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Northern Bentbill","Oncostoma cinereigulare","Body_Hg_ppm","Belize",3,"0.786 ± 0.185",23.574,"2021","0.574—0.919"
"554","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Northern Bentbill","Oncostoma cinereigulare","Tail_Hg_ppm","Belize",4,"1.217 ± 0.796",65.432,"2007—2021","0.532—2.367"
"555","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Ochre-bellied Flycatcher","Mionectes oleagineus","Blood_Hg_ppm","Belize",28,"0.031 ± 0.05",162.814,"2008—2011","0.009—0.278"
"556","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Ochre-bellied Flycatcher","Mionectes oleagineus","Body_Hg_ppm","Belize",2,"0.831 ± 0.33",39.774,"2019","0.597—1.064"
"557","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Ochre-bellied Flycatcher","Mionectes oleagineus","Body_Hg_ppm","Peru",2,"0.831 ± 0.33",39.774,"2019","0.597—1.064"
"558","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Ochre-bellied Flycatcher","Mionectes oleagineus","Tail_Hg_ppm","Costa Rica",9,"0.591 ± 0.415",70.177,"2010—2017","0.068—1.302"
"559","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Ochre-bellied Flycatcher","Mionectes oleagineus","Tail_Hg_ppm","Nicaragua",9,"0.591 ± 0.415",70.177,"2010—2017","0.068—1.302"
"560","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Ochre-bellied Flycatcher","Mionectes oleagineus","Tail_Hg_ppm","Peru",9,"0.591 ± 0.415",70.177,"2010—2017","0.068—1.302"
"561","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Olivaceous Flatbill","Rhynchocyclus olivaceus","Body_Hg_ppm","Peru",4,"1.668 ± 0.876",52.519,"2019","0.967—2.923"
"562","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Pied Water-Tyrant","Fluvicola pica","Blood_Hg_ppm","Colombia",1,"0.978",NA,"2023","NA"
"563","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Pied Water-Tyrant","Fluvicola pica","Body_Hg_ppm","Colombia",1,"7.84",NA,"2023","NA"
"564","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Ringed Antpipit","Corythopis torquatus","Body_Hg_ppm","Peru",2,"1.079 ± 0.016",1.526,"2019","1.068—1.091"
"565","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Rusty-margined Flycatcher","Myiozetetes cayanensis","Blood_Hg_ppm","Colombia",2,"0.092 ± 0.058",63.025,"2023","0.051—0.133"
"566","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Rusty-margined Flycatcher","Myiozetetes cayanensis","Body_Hg_ppm","Colombia",2,"2.118 ± 0.596",28.148,"2023","1.697—2.54"
"567","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Sepia-capped Flycatcher","Leptopogon amaurocephalus","Body_Hg_ppm","Peru",1,"0.724",NA,"2019","NA"
"568","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Sepia-capped Flycatcher","Leptopogon amaurocephalus","Tail_Hg_ppm","Peru",3,"0.999 ± 0.504",50.454,"2018","0.417—1.292"
"569","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Slate-headed Tody-flycatcher","Poecilotriccus sylvia","Blood_Hg_ppm","Colombia",1,"0.472",NA,"2023","NA"
"570","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Slate-headed Tody-flycatcher","Poecilotriccus sylvia","Body_Hg_ppm","Colombia",1,"13.94",NA,"2023","NA"
"571","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Slender-footed Tyrannulet","Zimmerius gracilipes","Body_Hg_ppm","Peru",1,"0.716",NA,"2019","NA"
"572","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Social Flycatcher","Myiozetetes similis","Blood_Hg_ppm","Belize",4,"0.051 ± 0.054",106.414,"2009—2023","0.005—0.125"
"573","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Social Flycatcher","Myiozetetes similis","Blood_Hg_ppm","Colombia",4,"0.051 ± 0.054",106.414,"2009—2023","0.005—0.125"
"574","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Social Flycatcher","Myiozetetes similis","Blood_Hg_ppm","Nicaragua",4,"0.051 ± 0.054",106.414,"2009—2023","0.005—0.125"
"575","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Social Flycatcher","Myiozetetes similis","Body_Hg_ppm","Colombia",4,"1.65 ± 0.817",49.493,"2019—2023","0.934—2.699"
"576","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Social Flycatcher","Myiozetetes similis","Body_Hg_ppm","Peru",4,"1.65 ± 0.817",49.493,"2019—2023","0.934—2.699"
"577","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Southern Mouse-colored Tyrannulet","Nesotriccus murina","Body_Hg_ppm","Peru",1,"1.231",NA,"2019","NA"
"578","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Stub-tailed Spadebill","Platyrinchus cancrominus","Tail_Hg_ppm","Nicaragua",1,"0.618",NA,"2010","NA"
"579","Passeriformes","Tyrannidae (Tyrant Flycatchers)","Sulphur-bellied Flycatcher","Myiodynastes luteiventris","Blood_Hg_ppm","Belize",2,"0.057 ± 0.023",39.697,"2019","0.041—0.073"
