Region,Country,State,Area,Closest_Town,SiteID,Site_Name,Banding_Station_ID,Banding_Station_Name,Banding_Station_Distance_m,Banding_Station_Habitat_Types,Banding_Station_Dominant_Habitat,Banding_Station_Dominant_Habitat2,Banding_Station_Simple_Habitat,Banding_Station_Simple_Habitat2,Flooded_Yes_No,Mining_Present_Yes_No,Mining_Type,Season,Month,Day,Year,Date,Capture_Time,Net_Number,Site_Lat,Site_Long,Banding_Station_Lat,Banding_Station_Long,Net_Lat,Net_Long,Band_Num,Color_LL_Bands,Color_RL_Bands,Recap_Yes_No,Species_Common_Name,Species_Code,Species_Latin_Name,Subspecies,Latin_Code,Bander_or_Collector,Collecting_Organization,Lab_Organization,Lab_Analyst_1,Lab_Analyst_1_Info,Lab_Analyst_2,Lab_Analyst_2_Info,Lab_Analyst_3,Lab_Analyst_3_Info,Museum_Yes_No,Museum_Name,Collector_1,Collector_1_Info,Collector_2,Collector_2_Info,Collector_3,Collector_3_Info,Collector_4,Collector_4_Info,Collector_5,Collector_5_Info,Collector_6,Collector_6_Info,Collector_7,Collector_7_Info,Collector_8,Collector_8_Info,Collector_9,Collector_9_Info,WRP,Age_BBL,Age_MAPS,How_Aged,How_Aged_2,Sex,How_Sexed,How_Sexed_2,Skull,Iris,Cloacal_Protuberance,Brood_Patch,Fat_Score,Muscle_Score,Molt_Cycle,Body_Molt,Flight_Feather_Molt,Flight_Feather_Wear,Juv_Plumage,Prim_Covs,Sec_Covs,Primaries,Secondaries,Tertials,Rectrices,Body_Plumage,Non-Feather,Molt_Limit_1,Molt_Limit_2,Culmen_mm,Bill_Length_mm,Bill_Depth_mm,Bill_Width_mm,Nares_to_Tip_mm,Head_to_Tip_Bill_mm,Head_Width_mm,Overlap_mm,Total_Body_Length_mm,Tail_Length_mm,Wing_Chord_mm,TMTarsus_Length_mm,TMTarsus_Width_mm,TBTarsus_Length_mm,Talons_M_mm,Talons_A_mm,Mass_g,Blood_Collected_Yes_No,Feather_Collected_Yes_No,Parasites_Yes_No,Transmitter_Yes_No,Primary_Feathers,Secondary_Feathers,Flank_Feathers,Tail_Feathers,Breast_Feathers,Other_Feathers,Banding_Comments,Blood_Hg_ppm,Blood_Lab_ID,Blood_Hg_ppm_Duplicate,Blood_Lab_ID_Duplicate,Whatman_Hg_ng,Whatman_Volume_µL,Whatman_Hg_ppm,Whatman_Lab_ID,Whatman_Hg_ppm_Duplicate,Whatman_Lab_ID_Duplicate,Flank_THg_ppb,Flank_THg_ng,Flank_MeHg_ppb,Flank_MeHg%,P1_Hg_ppm,P1_Lab_ID,P1_Feather_Condition,P10_Hg_ppm,P10_Lab_ID,P10_Feather_Condition,Tail_Hg_ppm,Tail_Lab_ID,Tail_Hg_ppm_Duplicate,Tail_Lab_ID_Duplicate,Breast_Hg_ppm,Breast_Lab_ID,Back_Hg_ppm,Back_Lab_ID,Flank_Hg_ppm,Flank_Lab_ID,Flank_Hg_ppm_Duplicate,Flank_Lab_ID_Duplicate,Isotopes,%Carbon,Blood_Carbon_Level_(d13C),%Nitrogen,Blood_Nitrogen_Level_(d15N),Hg_Comments
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,6,2019,10/6/2019,9:15,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19291,,,No,House Wren,HOWR,Troglodytes aedon,puna,TROAED,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,U,,,5,,,N,L,,,,,L,,,,,,,,,,,,,,,,,,,,,37,54,18.86,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AV0162,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,6,2019,10/6/2019,9:15,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19292,,,No,Silver-beaked Tanager,SBTA,Ramphocelus carbo,connectens,RAMCAR,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,U,,,3,,,N,N,,,,,M,,,,,,,,,,,,,,,,12.3,,,,,69,76,21.1,,,,,32.11,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0101,AV0163,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,6,2019,10/6/2019,9:15,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19293,,,No,Southern Mouse-colored Tyrannulet,SMCT,Nesotriccus murina,wagae,NESMUR,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,U,,,5,,,N,N,,,,,N,,,,,,,,,,,,,,,,8.6,,,,,51,55,18.43,,,,,10.15,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2313,AV0164,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,6,2019,10/6/2019,9:15,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19294,,,No,Chestnut-bellied Seedeater,CBSE,Sporophila castaneiventris,,SPOCAS,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,M,,,5,,,N,N,,,,,N,,,,,,,,,,,,,,,,7.9,,,,,52,61,13.57,,,,,8.22,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2977,AV0165,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,7,2019,10/7/2019,12:30,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19295,,,No,Silver-beaked Tanager,SBTA,Ramphocelus carbo,connectens,RAMCAR,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,F,,,5,,,M,M,,,,,L,,,,,,,,,,,,,,,,11.59,,,,,75,75,20.9,,,,,33.7,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0110,AV0166,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,7,2019,10/7/2019,12:30,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19296,,,No,Yellow-crowned Tyrannulet,YCTY,Tyrannulus elatus,,TYRELA,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,U,,,5,,,N,M,,,,,I,,,,,,,,,,,,,,,,5.6,,,,,40,55,13.18,,,,,10.2,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6960,AV0167,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,7,2019,10/7/2019,12:30,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19297,,,No,Yellow-crowned Tyrannulet,YCTY,Tyrannulus elatus,,TYRELA,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,U,,,5,,,N,N,,,,,N,,,,,,,,,,,,,,,,6.1,,,,,38,56,13.9,,,,,11.6,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6115,AV0168,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,7,2019,10/7/2019,1:15,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19298,,,No,Rufous-breasted Piculet,RBPI,Picumnus rufiventris,,PICRUF,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,F,,,5,,,N,M,,,,,N,,,,,,,,,,,,,,,,14.2,,,,,33,62,16.65,,,,,20.1,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5782,AV0169,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,7,2019,10/7/2019,1:15,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19299,,,No,Sapphire-spangled Emerald,SSEM,Chionomesa lactea,bartletti,CHILAC,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,U,,,5,,,N,N,,,,,N,,,,,,,,,,,,,,,,18,,,,,39,62,21.2,,,,,3.5,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5455,AV0170,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,7,2019,10/7/2019,15:25,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19300,,,No,House Wren,HOWR,Troglodytes aedon,puna,TROAED,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,M,,,5,,,N,N,,,,,N,,,,,,,,,,,,,,,,14.1,,,,,37,50,18.92,,,,,11.24,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6191,AV0171,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,7,2019,10/7/2019,15:25,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19301,,,No,House Wren,HOWR,Troglodytes aedon,puna,TROAED,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,M,,,5,,,N,N,,,,,N,,,,,,,,,,,,,,,,13.25,,,,,39,52,19.32,,,,,11.39,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4843,AV0172,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,7,2019,10/7/2019,15:25,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19302,,,No,Alder Flycatcher,ALFL,Empidonax alnorum,,EMPALN,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,U,,,5,,,N,N,,,,,N,,,,,,,,,,,,,,,,9.58,,,,,55,66,15.88,,,,,11.36,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3488,AV0173,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,7,2019,10/7/2019,15:10,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19303,,,No,Buff-throated Woodcreeper,BTWO,Xiphorhynchus guttatus,guttatoides,XIPGUT,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,U,,,5,,,N,L,,,,,M,,,,,,,,,,,,,,,,27.1,,,,,79,106,23.49,,,,,62.6,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6253,AV0174,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,7,2019,10/7/2019,15:10,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19304,,,No,Green Kingfisher,GKIN,Chloroceryle americana,cabanisii,CHLAME,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,U,,,5,,,N,N,,,,,l,,,,,,,,,,,,,,,,29.71,,,,,56,76,,,,,,82,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9538,AV0175,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,7,2019,10/7/2019,15:10,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19305,,,No,Silver-beaked Tanager,SBTA,Ramphocelus carbo,connectens,RAMCAR,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,M,,,5,,,N,N,,,,,L,,,,,,,,,,,,,,,,10.68,,,,,73,73,19.9,,,,,35.1,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9424,AV0176,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,7,2019,10/7/2019,17:02,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19306,,,No,Green Kingfisher,GKIN,Chloroceryle americana,cabanisii,CHLAME,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,M,,,5,,,N,N,,,,,L,,,,,,,,,,,,,,,,40.12,,,,,66,77,,,,,,91,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,72.7949,AV0177,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,7,2019,10/7/2019,17:02,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19307,,,No,Hauxwell's Thrush,HATH,Turdus hauxwelli,,TURHAU,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,U,,,5,,,N,N,,,,,M,,,,,,,,,,,,,,,,10.51,,,,,65,106,,,,,,55.5,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3541,AV0178,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,7,2019,10/7/2019,17:02,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19308,,,No,House Wren,HOWR,Troglodytes aedon,puna,TROAED,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,U,,,5,,,N,N,,,,,L,,,,,,,,,,,,,,,,9.58,,,,,41,51,22.55,,,,,11.9,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8363,AV0179,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,7,2019,10/7/2019,17:02,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19309,,,No,Yellow-browed Sparrow,YBSP,Ammodramus aurifrons,aurifrons,AMMAUR,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,U,,,5,,,N,L,,,,,N,,,,,,,,,,,,,,,,10.3,,,,,45,61,21.52,,,,,17.26,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4624,AV0180,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,7,2019,10/7/2019,17:02,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19310,,,No,Blue-black Grassquit,BGRA,Volatinia jacarina,jacarina,VOLJAC,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,U,,,4,,,N,N,,,,,N,,,,,,,,,,,,,,,,8.64,,,,,55,50,15.42,,,,,9.76,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1499,AV0181,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,7,2019,10/7/2019,17:02,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19311,,,No,Southern Rough-winged Swallow,SRWS,Stelgidopteryx ruficollis,ruficollis,STERUF,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,U,,,5,,,N,N,,,,,N,,,,,,,,,,,,,,,,4.6,,,,,55,112,,,,,,15.71,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AV0182,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,7,2019,10/7/2019,17:02,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19312,,,No,Chestnut-bellied Seedeater,CBSE,Sporophila castaneiventris,,SPOCAS,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,M,,,5,,,N,N,,,,,N,,,,,,,,,,,,,,,,9.08,,,,,58,59,16.6,,,,,13.2,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3763,AV0183,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,7,2019,10/7/2019,17:02,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19313,,,No,Swainson's Thrush,SWTH,Catharus ustulatus,,CATUST,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,U,,,5,,,N,M,,,,,M,,,,,,,,,,,,,,,,11.9,,,,,70,100,28.9,,,,,39,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0295,AV0184,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,8,2019,10/8/2019,6:10,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19314,,,No,Ruddy Quail-Dove,RUQD,Geotrygon montana,montana,GEOMON,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,U,,,5,,,N,N,,,,,L,,,,,,,,,,,,,,,,8.9,,,,,7.63,130,25.18,,,,,106.3,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1105,AV0185,,,,,,,,,,,,
South America,Peru,Madre de Dios,,,PE012,Santa Rita Mine,PET037,Santa Rita Mine,,Secondary forest; ASGM,Secondary forest,ASGM,Secondary forest,ASGM,No,Yes,Suction Pump,Transition Dry-Wet,10,8,2019,10/8/2019,6:10,,-12.91890169,-70.24214442,-12.91890169,-70.24214442,,,UnPE-19315,,,No,Social Flycatcher,SOFL,Myiozetetes similis,similis,MYISIM,JP,CINCIA,CINCIA,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,,,No,,Claudia M. Vega,vegacm@wfu.edu,Jessica Pisconte,pisconj@wfu.edu,Vania Tejeda,vaniat_36@hotmail.com,Luis E. Fernandez,fernanle@wfu.edu,,,,,,,,,,,,,,,,M,,,5,,,N,N,,,,,N,,,,,,,,,,,,,,,,15.08,,,,,63,65,21.09,,,,,25.92,No,Yes,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9339,AV0186,,,,,,,,,,,,
